urban,geo1_ca2011,age,sex,marst,nativity,citizen,yrsimm,edattain,labforce,occisco,hrswork1,inctot,incearn
rural,newfoundland and labrador,62,female,widowed,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,16500,-500
urban,alberta,37,female,married/in union,foreign-born,not a citizen,8,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,4600,0
urban,ontario,58,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",professionals,0 hours,18500,17400
urban,quebec,21,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",technicians and associate professionals,0 hours,14700,9300
urban,british columbia,30,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",30 hours,57600,56100
urban,british columbia,48,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,35 hours,49800,49800
urban,quebec,51,male,separated/divorced/spouse absent,foreign-born,naturalized citizen,23,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,400,0
urban,british columbia,56,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,14000,0
rural,manitoba,40,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,48 hours,64900,64900
urban,ontario,27,female,single/never married,foreign-born,not a citizen,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,33000,31800
rural,quebec,64,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,28 hours,109600,67300
unknown,yukon,24,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,45 hours,26400,25600
urban,ontario,28,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,32 hours,37600,37300
rural,british columbia,52,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,10600,9200
urban,alberta,29,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,80 hours,145700,145700
urban,quebec,44,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,69300,67200
urban,new brunswick,28,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,36 hours,23200,12200
rural,nova scotia,68,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,22100,0
urban,quebec,29,female,single/never married,foreign-born,not a citizen,1,university completed,"yes, in the labor force",service workers and shop and market sales,35 hours,18000,17300
rural,quebec,70,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,14800,0
urban,british columbia,66,female,separated/divorced/spouse absent,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,11500,0
urban,ontario,68,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,33200,0
urban,quebec,32,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,51200,40600
rural,quebec,18,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,10800,10800
urban,ontario,73,female,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,38300,37700
urban,nova scotia,34,female,married/in union,foreign-born,not a citizen,3,secondary completed,"yes, in the labor force",elementary occupations,40 hours,23600,18500
urban,quebec,17,female,single/never married,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,3800,3300
urban,british columbia,32,female,married/in union,foreign-born,not a citizen,2,university completed,"yes, in the labor force",service workers and shop and market sales,40 hours,27400,24200
urban,ontario,36,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,37900,27700
urban,ontario,72,female,single/never married,foreign-born,naturalized citizen,38,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,21400,0
urban,ontario,85,female,widowed,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,36000,0
urban,ontario,46,male,married/in union,foreign-born,not a citizen,23,secondary completed,"yes, in the labor force",service workers and shop and market sales,10 hours,27300,25700
urban,quebec,42,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,28 hours,60500,53100
urban,quebec,18,female,single/never married,foreign-born,not a citizen,3,secondary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,400,0
urban,quebec,52,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,41400,2700
urban,british columbia,71,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,50 hours,38700,39700
urban,british columbia,52,female,separated/divorced/spouse absent,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force","legislators, senior officials and managers",40 hours,79500,79200
urban,british columbia,48,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,15 hours,27100,0
rural,quebec,75,female,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,13900,0
urban,quebec,66,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,14 hours,78100,26400
rural,ontario,20,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",service workers and shop and market sales,50 hours,27500,26900
